question,answer,category,sub_category,fatwa_number,date,url
السلام علیکم ورحمۃ اللہ وبرکاتہ! سوال یہ ہے کہ احادیث کی اسناد میں موجود راویوں کو پرکھ کر حکم لگانے کا جو علم ہے اس میں سب سے زیادہ مستند ترین درست اور قابلِ اعتبار تحکیم کن کن محدث علماء کی ہے؟ ان کے نام لکھ دیجیے، نیز راویوں کے حالات اور راویوں پر جرح و تعدیل کی مستند ترین کتب کے نام کیا ہیں؟ جن پر اعتماد کیا جاتا ہو اور ایسی کل کتب کتنی ہیں؟ کیا شیعہ سنی دونوں ایک دوسرے کے ماہرین رجال علماء پر اعتماد کر سکتے ہیں؟,۱۔  جرح و تعدیل چونکہ ایک نازک فن ہے ، اس لئے محدثین نے اس میں تحکیم کے قابل اعتبار ہونے یا نہ ہونے کے حوالہ سے کچھ شرائط مقرر کی ہیں ، جیسے علم ، تقوی ، ورع ، سچائی، تعصب سے پرہیز اور جرح و تعدیل کے اسباب سے واقفیت وغیرہ، اور جن محدثین میں یہ شرائط پائی جاتی ہیں ، ان میں سے قابلِ ذکر متقدمین میں یحی بن سعید القطان ، علی بن المدینی، ابن معین اور متاخرین میں ابن حجر اور ذہبی رحمہم اللہ وغیر ہم ہیں۔ ۲۔  فن اسماء الرجال اور جرح و تعدیل کی بعض مستند کتب یہ ہیں: تہذیب الکمال، تذہیب التہذیب، الکاشف فی معرفۃ من لہ روایۃ فی الکتب السنۃ، تہذيب التہذيب، تقریب التہذیب، خلاصة تذهیب تہذیب  الکمال، میزان الاعتدال في نقد الرجال، لسان المیزان و غیرہ ۳۔ اہل تشیع میں سے رافضی اور وہ تفضیلی جو اپنے گمراہ کن عقائد کا داعی ہو ، اور اپنے مذہب کی تائید کے لئے جھوٹ کو بھی حلال سمجھتا ہو، ایسے شیعہ محدث پر اعتماد شرعاً جائز نہیں، البتہ جو شیعہ اپنے عقائد کا داعی نہ ہو ، اور نہ ہی جھوٹ کو اپنے لئے حلال سمجھتا ہو ، تو ایسے شیعہ محدث پر اعتماد و عدم اعتماد کے بارے میں محدثین کا اختلاف ہے، اور اکثریت کی رائے یہ ہے کہ ایسے مبتدع اور شیعہ کے معاملہ میں بھی احتیاط اعتماد نہ کرنے میں ہی ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,39172,,https://www.onlinefatawa.com/view_fatwa_unicode/39172/%D8%B4%DB%8C%D8%B9%DB%81-%D9%85%D8%AD%D8%AF%D8%AB-%D9%BE%D8%B1-%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF-%D9%88%D8%B9%D8%AF%D9%85-%DA%A9%D8%A7-%D8%A7%D8%B5%D9%88%D9%84
کیا کوئی ایسی حدیث ہے جس میں نبی کریمﷺنے فرمایا ہو کہ اسلام کی عمر 1500 سال ہوگی؟ کیا اس حدیث کا حوالہ مل سکتا ہے؟,مستند کتبِ حدیث میں  نبی  کریم ﷺ سے ایسی کوئی روایت منقول نہیں، کہ جس میں یہ ذکر کیا گیا ہو، کہ اسلام کی عمر پندرہ سو سال ہوگی،  تاہم  “کنز العمال” وغیرہ دیگر کتب میں ابن عباس  رضی اللہ عنہ سے دنیا کی عمر کے متعلق  روایت نقل کی گئی ہے،  لیکن محدثین کرام نے ان روایات کو موضوع   اور من گھڑت  قرار دیا ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,40103,,https://www.onlinefatawa.com/view_fatwa_unicode/40103/%DA%A9%DB%8C%D8%A7-%D8%A7%D8%B3%D9%84%D8%A7%D9%85-1500-%D8%B3%D8%A7%D9%84-%D8%A8%D8%B9%D8%AF-%D8%AE%D8%AA%D9%85-%DB%81%D9%88%D8%AC%D8%A7%D8%A6%DB%92-%DA%AF%D8%A7-
آج کل ایک میسج چل رہا ہے کہ(وتر کی نماز پڑھنے کے بعد دو سجدے کرنے ہیں، پہلے میں ’’سبوح قدوس رب الملآئکة والروح‘‘ پانچ مرتبہ پڑھ کر جلسہ کرنا ہے اور آیت الکرسی ایک مرتبہ پڑھ کر دوبارہ سجدہ میں ’’سبوح قدوس رب الملآئکة والروح‘‘پانچ مرتبہ پڑھنا ہے) یہ وظیفہ آپ صلی اللہ علیہ وسلم نے فاطمہ رضی اللہ عنہا کو بتایا ہے۔ اس کے فضائل میں ہے کہ جگہ  سے اٹھنے سے پہلے اس کی اللہ مغفرت فرماتے ہیں، اور اس کو سو حج سو عمرےسو شہیدوں کا ثواب عطا فرماتے ہیں، ہزا ر فرشتے نازل کرتے ہیں جواس کے لیے نیکیاں لکھتے ہیں اور ساٹھ بندوں کی سفارش کا حکم اللہ فرمائیں گے۔ کیا یہ کسی حدیث سے ثابت ہے؟ اور اس پر عمل کرنے والے کو ثواب ملے گا؟,سائل نے جس حدیث کا حوالہ دیا ہے اس کو محدثین اور شرّاح حدیث نے موضوع اور من گھڑت قرار دیا ہے، اس لئے اس کو درست سمجھ کر اس پر خود عمل کرنے اور آگے پھیلانے سے احتراز چاہئے۔,قرآن و حدیث,تحقیق و تخریج حدیث,40503,,https://www.onlinefatawa.com/view_fatwa_unicode/40503/%D9%85%D9%86-%DA%AF%DA%BE%DA%91%D8%AA-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%DA%A9%D9%88-%D8%AF%D8%B1%D8%B3%D8%AA-%D8%AD%D8%AF%DB%8C%D8%AB-%D8%B3%D9%85%D8%AC%DA%BE-%DA%A9%D8%B1-%D8%A7%D8%B3-%D9%BE%D8%B1-%D8%B9%D9%85%D9%84-%DA%A9%D8%B1%D9%86%D8%A7
السلام وعلیکم. کیا فرماتے ہیں علماء کرام اس حدیث کے بارے میں کہ یہ حدیث صحیح ہے یا ضعیف یا موضوع؟ اماں عائشہ رضی اللہ تعالٰی عنہ فرماتی ہیں کہ نہ میں نے حضور اکرم (ص) کی شرم گاہ دیکھی نہ انہوں نے میری (مفہوم حدیث) برائے مہربانی اس حدیث کی سند اور جن محدث نے اس حدیث کو صحیح یا ضعیف کہا ان کا نام بھی بتادیں. اور کیا میاں بیوی ایک دوسرے کی شرم گاہ دیکھ سکتے ہیں. برائے مہربانی جواب دے کر عنداللہ ماجور ہوں. جزاک اللہ خیر,محدثین کی تصریح کے مطابق سوال میں مذکور حدیث سنداً ضعیف ہے، جبکہ میاں بیوی کے لیے ایک دوسرے کی شرمگاہ کو دیکھنا اگرچہ جائز ہو، مگر اس سے بچنا افضل و اولیٰ ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,42887,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/42887/%D8%AD%D8%B6%D9%88%D8%B1%D8%90-%D8%A7%D9%88%D8%B1-%D8%A7%D9%85%DB%8C-%D8%B9%D8%A7%D8%A6%D8%B4%DB%81%D8%93-%DA%A9%DB%92-%D8%A7%DB%8C%DA%A9-%D8%AF%D9%88%D8%B3%D8%B1%DB%92-%DA%A9%DB%8C-%D8%B4%D8%B1%D9%85%DA%AF%D8%A7%DB%81-%D9%86%DB%81-%D8%AF%DB%8C%DA%A9%DA%BE%D9%86%DB%92-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
معلوم یہ کرنا ہے کہ کسی صحیح  یا ضعیف حدیث میں اس طرح آیا ہے کہ یہ تین طرح  کے کام کرنے والوں کے رزق میں برکت نہیں ہوتی! 1 :-  سنار  2 :-  درزی 3 :-  مستري ،ٹھکیدار ۔,تلاشِ بسیار کے باوجود اس طرح کی حدیث کسی مستند کتاب میں نہیں ملی، اس لئے  بلا سند اس طرح کی باتوں پر اعتماد کرنا درست نہیں ۔,قرآن و حدیث,تحقیق و تخریج حدیث,42927,0000-00-00,https://www.onlinefatawa.com/view_fatwa_unicode/42927/-%D8%B3%D9%86%D8%A7%D8%B1---%D8%AF%D8%B1%D8%B2%DB%8C-%D8%A7%D9%88%D8%B1-%D9%85%D8%B9%D9%85%D8%A7%D8%B1-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%AD%D8%AF%DB%8C%D8%AB-
کیا فرماتے ہیں علماء ِکرام و مفتیانِ عظام اس مسئلہ کے بارے میں کہ تین روایتیں میڈیا پر یہ گردش کرتی ہیں،لیکن ان کا حوالہ مذکور نہیں، بسا اوقات سننے کو بھی ملتی ہیں۔ براہ ِکرم ان کا مستند حوالہ ارشاد فرما دیں یا ان روایات کی وضاحت کر دیں کہ صحیح ہیں یا  مقبول ہیں یا من گھڑت ہیں؟ بہت نوازش ہوگی۔ ۱۔ لمبے ناخن پر شیطان سواری کرتا ہے؟ اس پر حوالہ امام غزالی کی ’’احیاء العلوم‘‘ کا پیش کیا جاتا ہے۔ ۲۔ ایمان، عقیدہ دیہات کی بوڑھی عورتوں سے سیکھو، یا دیہات کی بوڑھی عورتوں جیسا رکھو۔ ۳۔ ایک طویل روایت ہے کہ  حضرت عمر سے روایت ہے کہ ایک مرتبہ ایک بلی نے مسجد کے صحن میں بچے دے یئے، لہٰذا انہوں نے چند دوسرے صحابہ کرام کے ہمراہ اس بلی اور بچوں کو صحن سے باہر کس محفوظ مقام تک پہنچا دیا، اسی اثناء میں سرکار ِمدینہ محمدﷺ مسجد میں تشریف لے آئے،آپ نے جب بلی اور بچوں کو غائب پایا تو پوچھا کہ وہ بلی اور بچے کہاں گئے؟ حضرت عمر ؓنے عرض کیا’’یارسول اللہ ان کو محفوظ مقام پر مسجد سے باہر منتقل کر دیا ہے‘‘ حضور نے ارشاد فرمایا اس کو اور بچوں کو واپس اسی جگہ مسجد نبوی میں لا کر رکھو جہاں وہ پہلے تھی، لہذا حکمِ رسالت کی تعمیل ہوئی ، سرکارِ دوعالم ﷺنے ارشاد فرمایا: عمر ٹھیک ہے کہ یہ ایک نجس جانور ہے میں بھی اس کو زچگی سے بیشتر حاملہ حالت میں دیکھا کرتا تھا اور پیار سے پچکار کر بھیج دیا کرتا تھا مگر زچگی کے بعد یہ بلی ماں بن گئی، لہٰذا میں یہ قطعی پسند نہیں کرتا کہ جب تک اس کے بچے انہیں کھول کر خود چلنے کے قابل نہ ہوں اسے یہاں سے نکال دیا جائے۔ حضرت عمر کے مطابق آپ اپنے دست مبارک سے بلی کے بچوں کو دودھ پلاتے تھے۔ مہربانی فرماکر ان روایات کی تحقیق مطلوب ہے۔,مذکور روایتیں تلاشِ بسیار کے باوجود کسی مستند حدیث کی کتاب میں نہیں ملیں، لہٰذا ان روایتوں کی نسبت حضور اکرمﷺ کی طرف کرنے سے اجتناب لازم ہے۔والله أعلم بالصواب!,قرآن و حدیث,تحقیق و تخریج حدیث,43149,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/43149/%D9%84%D9%85%D8%A8%DB%92-%D9%86%D8%A7%D8%AE%D9%86-%D9%BE%D8%B1-%D8%B4%DB%8C%D8%B7%D8%A7%D9%86-%D8%B3%D9%88%D8%A7%D8%B1%DB%8C-%DA%A9%D8%B1%D8%AA%D8%A7-%DB%81%DB%92%E2%80%98%E2%80%98-%D8%A7%D9%88%D8%B1-%E2%80%99%E2%80%99%D8%A7%DB%8C%D9%85%D8%A7%D9%86-%D9%88%D8%B9%D9%82%DB%8C%D8%AF%DB%81-%D8%AF%DB%8C%DB%81%D8%A7%D8%AA-%DA%A9%DB%8C-%D8%A8%D9%88%DA%91%DA%BE%DB%8C-%D8%B9%D9%88%D8%B1%D8%AA%D9%88%DA%BA-%D8%B3%DB%92-%D8%B3%DB%8C%DA%A9%DA%BE%D9%88%DB%94%DB%94%DB%94-%D8%A7%D9%84%D8%AE-%D8%B1%D9%88%D8%A7%DB%8C%D8%AA-%D8%AB%D8%A7
"عن سعید بن جبیر، قال: قال لي ابن عباس: هل تزوجت ؟ قلت: لا، قال: "" فتزوج فإن خیر ھذہ الامۃ اکثرھا نساء""، ترجمہ : سعید بن جبیر سے روایت ہے کہ مجھ سے ابن عباس رضی اللہ عنہانے دریافت فرمایا کہ تم نے شادی کر لی ہے؟ میں نے کہا نہیں،آپ نے فرمایا کہ شادی کر لو، کیونکہ اس امت کا بہترین شخص وہ ہے، جس کی بیویاں زیادہ ہوں (باب کثرۃ النساء،حدیث نمبر: 5069) کیا یہ حدیث مبارک ٹھیک ہے؟",مذکور روایت کو امام بخاری رحمہ اللہ نے صحیح بخاری میں نقل کیا ہے،لیکن یہ باقاعدہ بنی کریم ﷺ کی مرفوع روایت نہیں ہے، بلکہ حضرت عبد اللہ ابن عباس رضی اللہ عنہما کا قول ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,46072,,https://www.onlinefatawa.com/view_fatwa_unicode/46072/%DA%A9%DB%8C%D8%A7-%D8%A7%D8%B3-%D8%A7%D9%85%D8%AA-%DA%A9%D8%A7-%D8%A8%DB%81%D8%AA%D8%B1%DB%8C%D9%86-%D8%B4%D8%AE%D8%B5-%D9%88%DB%81-%DB%81%DB%92%D8%AC%D8%B3-%DA%A9%DB%8C-%D8%A8%DB%8C%D9%88%DB%8C%D8%A7%DA%BA-%D8%B2%DB%8C%D8%A7%D8%AF%DB%81-%DB%81%D9%88%DA%BA%D8%9F
قیامت کے دن ایک جنتی سے پوری انسانیت جو کہ جہنم میں جائے گی پوچھا جائے گا ؟اور اسی طرح پوری انسانیت سے جو کہ جنت جائے گی، تو ایک جہنمی کے بارے میں پوچھا جائے  گا کہ وہ کیوں جہنم گیا  ؟ کیا یہ حدیث ہے ؟ یہ ایک تبلیغی سے سنا تھا؟,سوال میں مذکور مضمون پر مشتمل کوئی حدیث ہمیں کسی حدیث کی کتاب میں نہیں ملی، لہذا بلا تحقیق کسی بات کو نبی کریم ﷺ کی طرف منسوب کرنے سے اجتناب لازم ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,46162,2021-06-12,https://www.onlinefatawa.com/view_fatwa_unicode/46162/%DA%A9%DB%8C%D8%A7-%D8%A7%DB%8C%DA%A9-%D8%A7%D9%85%D8%AA%DB%8C-%DA%A9%DB%92-%D8%AC%DB%81%D9%86%D9%85-%D9%85%DB%8C%DA%BA-%D8%AC%D8%A7%D9%86%DB%92-%D9%BE%D8%B1--%D9%BE%D9%88%D8%B1%DB%8C-%D8%A7%D9%86%D8%B3%D8%A7%D9%86%DB%8C%D8%AA-%D8%B3%DB%92-%D8%A7%D8%B3%DA%A9%DB%8C-%D9%BE%D9%88%DA%86%DA%BE-%DB%81%D9%88%DA%AF%DB%8C%D8%9F
سوال یہ ہے کہ ایک واقعہ تبلیغی جماعت کے حضرات سے سنا، کہ وہ یہ بیان کرتے ہیں کہ ایک مرتبہ اللہ کے رسول ﷺ نے امی عائشہ رضی اللہ عنہا سے پوچھا کہ سب سے اچھا گھر کس کا ہے، تو انہوں نے فرمایا کہ میرا ہے، کیونکہ میرے گھر میں آپ ہیں، تو اللہ کے رسول ﷺ نے فرمایا نہیں، بلکہ اس کا گھر سب سے اچھا ہے، جس کے گھر سے کوئی شخص اللہ کے راستے میں نکلا ہوا ہو، کیونکہ اس گھر میں اللہ خود موجود ہوتے ہیں، تو پوچھنا یہ ہے کہ کیا یہ واقعہ کہیں سے ثابت ہے اور اگر نہیں ہے تو ایسے بیان کرنے والے کا کیا حکم ہے؟ کیا اس کو تجدید ایمان ضروری ہے؟ جواب دے کر شکریہ کا موقع عطا کریں۔ جزاکم اللہ,تلاشِ بسیار کے باوجود مذکور مضمون پر مشتمل کوئی واقعہ، احادیث مبارکہ کی کسی معتبر کتاب میں نہیں ملا، لہٰذا بلا تحقیق ایسے واقعات نبی کریم ﷺ کی طرف منسوب کرنے سے اجتناب لازم ہے، تاہم لاعلمی کی بناء پر اس واقعے کو بیان کرنے کی وجہ سے بیان کرنے والے کے ایمان پر کوئی اثر نہیں پڑا۔۔۔۔۔۔۔واللہ اعلم بالصواب,قرآن و حدیث,تحقیق و تخریج حدیث,46360,2021-06-21,https://www.onlinefatawa.com/view_fatwa_unicode/46360/%D8%AC%D9%88-%D8%A7%D9%84%D9%84%DB%81-%DA%A9%DB%92-%D8%B1%D8%A7%D8%B3%D8%AA%DB%92-%D9%86%DA%A9%D9%84%DB%92-%DA%AF%D8%A7-%D8%A7%D9%84%D9%84%DB%81-%D8%A7%D8%B3-%DA%A9%DB%92-%DA%AF%DA%BE%D8%B1-%DB%81%D9%88%DA%AF%D8%A7---%D9%85%D9%86-%DA%AF%DA%BE%DA%91%D8%AA-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
میں نے سنا ہے کہ ایک روپیہ سود کا پیسہ کھانا اپنی ماں سے چھتیس(۳۶) مرتبہ زنا کرنے کے برابر ہے۔ کیا یہ حدیث صحیح اور کتبِ احادیث میں موجود ہے؟,سائل نے جو مضمون سوال میں نقل کیا ہے بعینہ وہ الفاظ تو حدیث کی کتابوں میں نہیں ملے، البتہ مختلف احادیث سے اس طرح کا مضمون ثابت ہے، چنانچہ ایک حدیث میں ہے کہ سود کا ایک درہم کھانا چھتیس(۳۶) مرتبہ زنا کرنے سے زیادہ سخت ہے، جبکہ دوسری ایک حدیث میں ہے کہ سود کے گناہ کے ستر درجے ہیں ان میں سے ادنیٰ درجہ اپنی ماں سے زنا کرنا ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,47043,2020-10-26,https://www.onlinefatawa.com/view_fatwa_unicode/47043/%D8%B3%D9%88%D8%AF-%DA%A9%DB%8C-%D9%82%D8%A8%D8%A7%D8%AD%D8%AA-%D9%85%DB%8C%DA%BA-%DA%86%DA%BE%D8%AA%DB%8C%D8%B3-%D9%85%D8%B1%D8%AA%D8%A8%DB%81-%D9%85%D8%A7%DA%BA-%D8%B3%DB%92-%D8%B2%D9%86%D8%A7-%DA%A9%D8%B1%D9%86%DB%92-%D9%88%D8%A7%D9%84%DB%8C-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
کیا یہ حدیث ہے ؟ اگر ہے تو حوالہ بتا کر رہنمائی فرمائیں! حضرت محمد ﷺ کے سامنے ایک جنازہ گزرا تو آپ ﷺ کی آنکھ مبارک سے آنسو جاری ہو گئے، صحابۂ کرام رضوان اللہ علیہم اجمعین نے عرض کیا، یا رسول اللہ یہ تو غیر مسلم کا جنازہ ہے تو آپﷺ نے ارشاد فرمایا کہ میری امت سے تو ہے اور جنت کے بجائے جہنم میں جا رہا ہے ۔,سوال میں مذکور روایت تلاش بسیار کے باوجود بھی ہمیں حدیث کی کسی مستند کتاب میں نہیں ملی، لہذا بغیر تحقیق کے اس روایت کی نسبت حضور ﷺ کی طرف کرنے سے اجتناب کرنا چاہیئے۔,قرآن و حدیث,تحقیق و تخریج حدیث,47097,,https://www.onlinefatawa.com/view_fatwa_unicode/47097/%D8%BA%DB%8C%D8%B1%D9%85%D8%B3%D9%84%D9%85-%DA%A9%DB%92-%D8%AC%D9%86%D8%A7%D8%B2%DB%92-%D9%BE%D8%B1-%D8%A2%D9%BE%EF%B7%BA-%DA%A9%DB%92-%D8%B1%D9%88%D9%86%DB%92-%D9%88%D8%A7%D9%84%DB%8C-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
”أللّٰهُمَّ إنِّيْ أعُوْذُبِكَ مِنَ الْبُؤُسِ وَالتَّبَاؤُسِ“ کیا یہ دعا احادیث میں یا مسنون دعاؤں میں سے ہے؟ تحقیق مطلوب ہے۔,سوال میں مذکور دعا علامہ طبرانیؒ نے ”مسند الشامین“ میں”مالک بن مرارة “کے توسط سے نقل کیا ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,47441,,https://www.onlinefatawa.com/view_fatwa_unicode/47441/%E2%80%9D%D8%A3%D9%84%D9%84%D9%91%D9%B0%D9%87%D9%8F%D9%85%D9%91%D9%8E-%D8%A5%D9%86%D9%91%D9%90%D9%8A%D9%92-%D8%A3%D8%B9%D9%8F%D9%88%D9%92%D8%B0%D9%8F%D8%A8%D9%90%D9%83%D9%8E-%D9%85%D9%90%D9%86%D9%8E-%D8%A7%D9%84%D9%92%D8%A8%D9%8F%D8%A4%D9%8F%D8%B3%D9%90-%D9%88%D9%8E%D8%A7%D9%84%D8%AA%D9%91%D9%8E%D8%A8%D9%8E%D8%A7%D8%A4%D9%8F%D8%B3%D9%90%E2%80%9C-%D8%AF%D8%B9%D8%A7-%DA%A9%D8%A7-%D8%AB%D8%A8%D9%88%D8%AA
"ایک صاحب نے ایک حدیث بیان کی، جس کا مفہوم ہے کہ’’ میت کو قبر میں دفن کرنے کے بعد اگر ایک مٹھی مٹی ہاتھ میں لے کر اس پر گیارہ مرتبہ سورۃ  القدر پڑھی جائے اور ہر بار بسم اللہ بھی ساتھ پڑھی جائے اور وہ مٹی قبر پر ڈال دی جائے تو اس سے مردے کو عذابِ قبر نہیں ہوگا‘‘،کیا ایسی کوئی حدیث ہے جو قابلِ عمل بھی ہو , سند  کے اعتبار سے؟ یہاں ایک مفتی صاحب نے اس کو موضوع اور من گھڑت کہا ہے، اس حدیث کا حوالہ درجِ ذیل ہے: کتاب کانام:""مختصرالقدوری"" (مصنف:الامام ابی الحسین احمدبن محمدبن احمدالبغدادی القدوری رحمہ اللہ)[مکتبۃ البشری]صفحہ =۱۸۸=حاشیہ(۶) قوله : ثم یھال التراب , و  فی((کتاب النودین)) : من اخذ من تراب القبر بیدہ ، و قرأ علیه سورة القدر سبعا ، و ترکه فی القبر لم یعذب صاحب القبر (الفتح و الجوھرۃ)-","سوال میں مذکور حدیث "" من اخذ من تراب القبر بيده ، ثم قرأ عليه سورة القدر سبعاً ، و تركه في القبر لم يعذب صاحب القبر "" حدیث کی کسی معتبر کتاب میں ہمیں نہیں ملی، اس لئے بغیر تحقیق کے اسے نبی کریمﷺ کی طرف منسوب کرکے بیان کرنادرست نہیں، جس سے احتراز لازم ہے۔",قرآن و حدیث,تحقیق و تخریج حدیث,48043,0000-00-00,https://www.onlinefatawa.com/view_fatwa_unicode/48043/%D9%82%D8%A8%D8%B1-%DA%A9%DB%8C-%D8%A7%DB%8C%DA%A9-%D9%85%D9%B9%DA%BE%DB%8C-%D9%85%D9%B9%DB%8C-%D9%BE%D8%B1-%D8%B3%D9%88%D8%B1%DB%83-%D8%A7%D9%84%D9%82%D8%AF%D8%B1-%D8%AF%D9%85-%DA%A9%D8%B1-%DA%A9%DB%92-%D9%82%D8%A8%D8%B1-%D9%85%DB%8C%DA%BA-%DA%88%D8%A7%D9%84%D9%86%DB%92-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%AD%D8%AF%DB%8C%D8%AB
السلام علیکم ورحمۃ اللہ وبرکاتہ! حضرت مجھے امید ہے کہ اللہ کے فضل و کرم سے آپ خیریت سے ہونگے ، کیا آپ اس بات کی تصدیق کر سکتے ہیں کہ آیا درج ذیل روایتیں مستند ہیں اور اور انکے متعلقہ ذرائع ؟ حضرت ابن عباس رضی اللہ عنہما نے فرمایا : قریش کا یہ معمول تھا کہ وہ (مسجد میں) حلقے بناتے تھے اور بیت اللہ کے اردگرد گفتگو کرتے تھے، حضرت عبداللہ بن مسعود رضی اللہ عنہ نے فرمایا: بعد کے زمانے میں جو لوگ مسجد میں حلقہ بنا کر بیٹھیں گے ان کا امام دنیا ہو گا ان کے ساتھ مت بیٹھو اللہ کو ان کی کوئی ضرورت نہیں۔,سوال میں ذکر کردہ پہلی روایت جو حضرت ابن عباس رضی اللہ عنہما کی طرف منسوب ہے وہ تو تلاش بسیار کے باوجود ہمیں نہ مل سکی ، البتہ حضرت ابن مسعود رضی اللہ عنہما کی‬ مذکورہ روایت ”نیل الاوطار“ میں موجود ہے لیکن یہ روایت سند کے اعتبار سے انتہائی ضعیف ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,48790,,https://www.onlinefatawa.com/view_fatwa_unicode/48790/%D9%85%D8%B3%D8%AC%D8%AF-%D9%85%DB%8C%DA%BA-%D8%AD%D9%84%D9%82%DB%81-%D8%A8%D9%86%D8%A7-%DA%A9%D8%B1-%D8%A8%DB%8C%D9%B9%DA%BE%D9%86%DB%92-%DA%A9%DB%8C-%D9%85%D9%85%D8%A7%D9%86%D8%B9%D8%AA-%D9%88%D8%A7%D9%84%DB%8C-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82
""" اے میرے صحابہ تم دین کے 10 فیصد کو چھوڑو گے تو اللہ کی پکڑ ہو گی بعد میں آنے والے دین کے 10 فیصد پر چلیں گے تو نجات ہوگی ؟ پوری حدیث کس طر ح ہے  ، اس حدیث کی سند بتادیں ، کتاب اور حدیث نمبر بھی بتادیں ۔",یہ حدیث ترمذی شریف میں موجود ہے، جس کو امام ترمذی نے غریب (ضعیف) کہا ہے ، اس کی سند اور حدیث نمبر درج ذیل ہے۔,قرآن و حدیث,تحقیق و تخریج حدیث,48851,2022-01-07,https://www.onlinefatawa.com/view_fatwa_unicode/48851/%D8%AF%D8%B3-%D9%81%DB%8C%D8%B5%D8%AF-%D8%AF%DB%8C%D9%86-%DA%86%DA%BE%D9%88%DA%91%D9%86%DB%92-%D8%B3%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%AD%D8%AF%DB%8C%D8%AB-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82-
سوال حضرت ابو بکر صدیق رضی اللہ عنہ کے واقعہ کے بارے میں ہے کہ انہوں نے ظہر و عصر و مغرب میں نماز  کے بعد حضور سے ملاقات نہیں کی تو حضور  نے انہیں بلاکر   نہ ملنے کی وجہ پوچھی ،تو آپ نے عرض کیا  آپ نے خود ہی فرمایا کہ (زرغبا تزدد حبا   ) و قفے سے ملا کرو محبت بڑھے گی ،حضرت ابوبکر صدیق کا مذکورہ واقعہ مطلوب ہے ؟کسی معتبر کتاب سے ۔,آپ علیہ السلام کا مذ کو رارشاد (زرغبا تزدد حبا   )  تو کتب احادیث میں کئی صحابہ رضوان اللہ علیہم اجمعین سے منقول ہے جہاں تک سوال میں مذکور حضرت صدیق اکبر رضی اللہ تعالی عنہ کے واقعے کا تعلق ہے تو تلاش بسیار کے باوجود ہمیں کسی مستند کتاب میں نہیں ملا،اس لئے جب تک اسکی مکمل تحقیق نہ ہو جائے اس وقت تک آگے بیان کرنے اور نقل کرنے سے احتراز کیا جائے۔,قرآن و حدیث,تحقیق و تخریج حدیث,48898,2022-01-12,https://www.onlinefatawa.com/view_fatwa_unicode/48898/%D8%AD%D8%B6%D8%B1%D8%AA-%D8%A7%D8%A8%D9%88%D8%A8%DA%A9%D8%B1-%D8%B5%D8%AF%DB%8C%D9%82-%DA%A9%DB%8C-%D8%AD%D8%B6%D9%88%D8%B1-%D8%B5%D9%84%DB%8C-%D8%A7%D9%84%D9%84%DB%81-%D8%B9%D9%84%DB%8C%DB%81-%D9%88%D8%B3%D9%84%D9%85-%D8%B3%DB%92-%D9%85%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%DA%A9%DB%92-%D9%85%D8%AA%D8%B9%D9%84%D9%82-%D8%A7%DB%8C%DA%A9-%D9%88%D8%A7%D9%82%D8%B9%DB%81-%DA%A9%DB%8C-%D8%AA%D8%AD%D9%82%DB%8C%D9%82-
